"","date","revenue","lag1","lag2","lag3","lag4","lag5","lag6","lag1month","lag2month","lag3month","lag12month","lag1year"
"4268",2011-09-07,515009,677005,3412418,3892950,3646901,2232114,1222136,223635254,240189885,125394549,196022032,5832770443
"4269",2011-09-08,477221,515009,677005,3412418,3892950,3646901,2232114,223635254,240189885,125394549,196022032,5832770443
"4270",2011-09-09,984509,477221,515009,677005,3412418,3892950,3646901,223635254,240189885,125394549,196022032,5832770443
"4271",2011-09-10,1907728,984509,477221,515009,677005,3412418,3892950,223635254,240189885,125394549,196022032,5832770443
"4272",2011-09-11,1148016,1907728,984509,477221,515009,677005,3412418,223635254,240189885,125394549,196022032,5832770443
"4273",2011-09-12,252125,1148016,1907728,984509,477221,515009,677005,223635254,240189885,125394549,196022032,5832770443
"4274",2011-09-13,296240,252125,1148016,1907728,984509,477221,515009,223635254,240189885,125394549,196022032,5832770443
"4275",2011-09-14,266551,296240,252125,1148016,1907728,984509,477221,223635254,240189885,125394549,196022032,5832770443
"4276",2011-09-15,284850,266551,296240,252125,1148016,1907728,984509,223635254,240189885,125394549,196022032,5832770443
"4277",2011-09-16,6617592,284850,266551,296240,252125,1148016,1907728,223635254,240189885,125394549,196022032,5832770443
"4278",2011-09-17,7545445,6617592,284850,266551,296240,252125,1148016,223635254,240189885,125394549,196022032,5832770443
"4279",2011-09-18,4876437,7545445,6617592,284850,266551,296240,252125,223635254,240189885,125394549,196022032,5832770443
"4280",2011-09-19,1625683,4876437,7545445,6617592,284850,266551,296240,223635254,240189885,125394549,196022032,5832770443
"4281",2011-09-20,2012064,1625683,4876437,7545445,6617592,284850,266551,223635254,240189885,125394549,196022032,5832770443
"4282",2011-09-21,1517463,2012064,1625683,4876437,7545445,6617592,284850,223635254,240189885,125394549,196022032,5832770443
"4283",2011-09-22,1486957,1517463,2012064,1625683,4876437,7545445,6617592,223635254,240189885,125394549,196022032,5832770443
"4284",2011-09-23,2878998,1486957,1517463,2012064,1625683,4876437,7545445,223635254,240189885,125394549,196022032,5832770443
"4285",2011-09-24,3833062,2878998,1486957,1517463,2012064,1625683,4876437,223635254,240189885,125394549,196022032,5832770443
"4286",2011-09-25,2336938,3833062,2878998,1486957,1517463,2012064,1625683,223635254,240189885,125394549,196022032,5832770443
"4287",2011-09-26,760192,2336938,3833062,2878998,1486957,1517463,2012064,223635254,240189885,125394549,196022032,5832770443
"4288",2011-09-27,996525,760192,2336938,3833062,2878998,1486957,1517463,223635254,240189885,125394549,196022032,5832770443
"4289",2011-09-28,810652,996525,760192,2336938,3833062,2878998,1486957,223635254,240189885,125394549,196022032,5832770443
"4290",2011-09-29,890524,810652,996525,760192,2336938,3833062,2878998,223635254,240189885,125394549,196022032,5832770443
"4291",2011-09-30,3438333,890524,810652,996525,760192,2336938,3833062,223635254,240189885,125394549,196022032,5832770443
"4292",2011-10-01,4256308,3438333,890524,810652,996525,760192,2336938,62842638,223635254,240189885,274992274,5832770443
"4293",2011-10-02,2460505,4256308,3438333,890524,810652,996525,760192,62842638,223635254,240189885,274992274,5832770443
"4294",2011-10-03,817799,2460505,4256308,3438333,890524,810652,996525,62842638,223635254,240189885,274992274,5832770443
"4295",2011-10-04,1049832,817799,2460505,4256308,3438333,890524,810652,62842638,223635254,240189885,274992274,5832770443
"4296",2011-10-05,830905,1049832,817799,2460505,4256308,3438333,890524,62842638,223635254,240189885,274992274,5832770443
"4297",2011-10-06,827915,830905,1049832,817799,2460505,4256308,3438333,62842638,223635254,240189885,274992274,5832770443
"4298",2011-10-07,13836154,827915,830905,1049832,817799,2460505,4256308,62842638,223635254,240189885,274992274,5832770443
"4299",2011-10-08,17553348,13836154,827915,830905,1049832,817799,2460505,62842638,223635254,240189885,274992274,5832770443
"4300",2011-10-09,12441485,17553348,13836154,827915,830905,1049832,817799,62842638,223635254,240189885,274992274,5832770443
"4301",2011-10-10,5504991,12441485,17553348,13836154,827915,830905,1049832,62842638,223635254,240189885,274992274,5832770443
"4302",2011-10-11,3516829,5504991,12441485,17553348,13836154,827915,830905,62842638,223635254,240189885,274992274,5832770443
"4303",2011-10-12,2857557,3516829,5504991,12441485,17553348,13836154,827915,62842638,223635254,240189885,274992274,5832770443
"4304",2011-10-13,2943067,2857557,3516829,5504991,12441485,17553348,13836154,62842638,223635254,240189885,274992274,5832770443
"4305",2011-10-14,12132819,2943067,2857557,3516829,5504991,12441485,17553348,62842638,223635254,240189885,274992274,5832770443
"4306",2011-10-15,16588937,12132819,2943067,2857557,3516829,5504991,12441485,62842638,223635254,240189885,274992274,5832770443
"4307",2011-10-16,9503920,16588937,12132819,2943067,2857557,3516829,5504991,62842638,223635254,240189885,274992274,5832770443
"4308",2011-10-17,2747744,9503920,16588937,12132819,2943067,2857557,3516829,62842638,223635254,240189885,274992274,5832770443
"4309",2011-10-18,3254790,2747744,9503920,16588937,12132819,2943067,2857557,62842638,223635254,240189885,274992274,5832770443
"4310",2011-10-19,2655810,3254790,2747744,9503920,16588937,12132819,2943067,62842638,223635254,240189885,274992274,5832770443
"4311",2011-10-20,2626100,2655810,3254790,2747744,9503920,16588937,12132819,62842638,223635254,240189885,274992274,5832770443
"4312",2011-10-21,5905268,2626100,2655810,3254790,2747744,9503920,16588937,62842638,223635254,240189885,274992274,5832770443
"4313",2011-10-22,8783592,5905268,2626100,2655810,3254790,2747744,9503920,62842638,223635254,240189885,274992274,5832770443
"4314",2011-10-23,4922870,8783592,5905268,2626100,2655810,3254790,2747744,62842638,223635254,240189885,274992274,5832770443
"4315",2011-10-24,1330391,4922870,8783592,5905268,2626100,2655810,3254790,62842638,223635254,240189885,274992274,5832770443
"4316",2011-10-25,1593084,1330391,4922870,8783592,5905268,2626100,2655810,62842638,223635254,240189885,274992274,5832770443
"4317",2011-10-26,1330311,1593084,1330391,4922870,8783592,5905268,2626100,62842638,223635254,240189885,274992274,5832770443
"4318",2011-10-27,1547584,1330311,1593084,1330391,4922870,8783592,5905268,62842638,223635254,240189885,274992274,5832770443
"4319",2011-10-28,13985665,1547584,1330311,1593084,1330391,4922870,8783592,62842638,223635254,240189885,274992274,5832770443
"4320",2011-10-29,19760851,13985665,1547584,1330311,1593084,1330391,4922870,62842638,223635254,240189885,274992274,5832770443
"4321",2011-10-30,14568581,19760851,13985665,1547584,1330311,1593084,1330391,62842638,223635254,240189885,274992274,5832770443
"4322",2011-10-31,3596107,14568581,19760851,13985665,1547584,1330311,1593084,62842638,223635254,240189885,274992274,5832770443
"4323",2011-11-01,3985208,3596107,14568581,19760851,13985665,1547584,1330311,195731119,62842638,223635254,598599835,5832770443
"4324",2011-11-02,3156423,3985208,3596107,14568581,19760851,13985665,1547584,195731119,62842638,223635254,598599835,5832770443
"4325",2011-11-03,3283088,3156423,3985208,3596107,14568581,19760851,13985665,195731119,62842638,223635254,598599835,5832770443
"4326",2011-11-04,18617528,3283088,3156423,3985208,3596107,14568581,19760851,195731119,62842638,223635254,598599835,5832770443
"4327",2011-11-05,29653989,18617528,3283088,3156423,3985208,3596107,14568581,195731119,62842638,223635254,598599835,5832770443
"4328",2011-11-06,17925885,29653989,18617528,3283088,3156423,3985208,3596107,195731119,62842638,223635254,598599835,5832770443
"4329",2011-11-07,3831421,17925885,29653989,18617528,3283088,3156423,3985208,195731119,62842638,223635254,598599835,5832770443
"4330",2011-11-08,5282453,3831421,17925885,29653989,18617528,3283088,3156423,195731119,62842638,223635254,598599835,5832770443
"4331",2011-11-09,3402170,5282453,3831421,17925885,29653989,18617528,3283088,195731119,62842638,223635254,598599835,5832770443
"4332",2011-11-10,5056258,3402170,5282453,3831421,17925885,29653989,18617528,195731119,62842638,223635254,598599835,5832770443
"4333",2011-11-11,24904939,5056258,3402170,5282453,3831421,17925885,29653989,195731119,62842638,223635254,598599835,5832770443
"4334",2011-11-12,26579644,24904939,5056258,3402170,5282453,3831421,17925885,195731119,62842638,223635254,598599835,5832770443
"4335",2011-11-13,15120580,26579644,24904939,5056258,3402170,5282453,3831421,195731119,62842638,223635254,598599835,5832770443
"4336",2011-11-14,2875508,15120580,26579644,24904939,5056258,3402170,5282453,195731119,62842638,223635254,598599835,5832770443
"4337",2011-11-15,3519291,2875508,15120580,26579644,24904939,5056258,3402170,195731119,62842638,223635254,598599835,5832770443
"4338",2011-11-16,2688010,3519291,2875508,15120580,26579644,24904939,5056258,195731119,62842638,223635254,598599835,5832770443
"4339",2011-11-17,2538416,2688010,3519291,2875508,15120580,26579644,24904939,195731119,62842638,223635254,598599835,5832770443
"4340",2011-11-18,8534154,2538416,2688010,3519291,2875508,15120580,26579644,195731119,62842638,223635254,598599835,5832770443
"4341",2011-11-19,14111011,8534154,2538416,2688010,3519291,2875508,15120580,195731119,62842638,223635254,598599835,5832770443
"4342",2011-11-20,8439686,14111011,8534154,2538416,2688010,3519291,2875508,195731119,62842638,223635254,598599835,5832770443
"4343",2011-11-21,3058854,8439686,14111011,8534154,2538416,2688010,3519291,195731119,62842638,223635254,598599835,5832770443
"4344",2011-11-22,4288572,3058854,8439686,14111011,8534154,2538416,2688010,195731119,62842638,223635254,598599835,5832770443
"4345",2011-11-23,6598147,4288572,3058854,8439686,14111011,8534154,2538416,195731119,62842638,223635254,598599835,5832770443
"4346",2011-11-24,7159969,6598147,4288572,3058854,8439686,14111011,8534154,195731119,62842638,223635254,598599835,5832770443
"4347",2011-11-25,17097617,7159969,6598147,4288572,3058854,8439686,14111011,195731119,62842638,223635254,598599835,5832770443
"4348",2011-11-26,17706038,17097617,7159969,6598147,4288572,3058854,8439686,195731119,62842638,223635254,598599835,5832770443
"4349",2011-11-27,9214389,17706038,17097617,7159969,6598147,4288572,3058854,195731119,62842638,223635254,598599835,5832770443
"4350",2011-11-28,2130882,9214389,17706038,17097617,7159969,6598147,4288572,195731119,62842638,223635254,598599835,5832770443
"4351",2011-11-29,2432245,2130882,9214389,17706038,17097617,7159969,6598147,195731119,62842638,223635254,598599835,5832770443
"4352",2011-11-30,1914826,2432245,2130882,9214389,17706038,17097617,7159969,195731119,62842638,223635254,598599835,5832770443
"4353",2011-12-01,1991911,1914826,2432245,2130882,9214389,17706038,17097617,275107201,195731119,62842638,468950828,5832770443
"4354",2011-12-02,7153446,1991911,1914826,2432245,2130882,9214389,17706038,275107201,195731119,62842638,468950828,5832770443
"4355",2011-12-03,11632026,7153446,1991911,1914826,2432245,2130882,9214389,275107201,195731119,62842638,468950828,5832770443
"4356",2011-12-04,6660675,11632026,7153446,1991911,1914826,2432245,2130882,275107201,195731119,62842638,468950828,5832770443
"4357",2011-12-05,1647603,6660675,11632026,7153446,1991911,1914826,2432245,275107201,195731119,62842638,468950828,5832770443
"4358",2011-12-06,2122562,1647603,6660675,11632026,7153446,1991911,1914826,275107201,195731119,62842638,468950828,5832770443
"4359",2011-12-07,1711784,2122562,1647603,6660675,11632026,7153446,1991911,275107201,195731119,62842638,468950828,5832770443
"4360",2011-12-08,1785502,1711784,2122562,1647603,6660675,11632026,7153446,275107201,195731119,62842638,468950828,5832770443
"4361",2011-12-09,4929785,1785502,1711784,2122562,1647603,6660675,11632026,275107201,195731119,62842638,468950828,5832770443
"4362",2011-12-10,8247637,4929785,1785502,1711784,2122562,1647603,6660675,275107201,195731119,62842638,468950828,5832770443
"4363",2011-12-11,4603137,8247637,4929785,1785502,1711784,2122562,1647603,275107201,195731119,62842638,468950828,5832770443
"4364",2011-12-12,1349163,4603137,8247637,4929785,1785502,1711784,2122562,275107201,195731119,62842638,468950828,5832770443
"4365",2011-12-13,1627217,1349163,4603137,8247637,4929785,1785502,1711784,275107201,195731119,62842638,468950828,5832770443
"4366",2011-12-14,1382931,1627217,1349163,4603137,8247637,4929785,1785502,275107201,195731119,62842638,468950828,5832770443
"4367",2011-12-15,1471886,1382931,1627217,1349163,4603137,8247637,4929785,275107201,195731119,62842638,468950828,5832770443
"4368",2011-12-16,2665995,1471886,1382931,1627217,1349163,4603137,8247637,275107201,195731119,62842638,468950828,5832770443
"4369",2011-12-17,4243285,2665995,1471886,1382931,1627217,1349163,4603137,275107201,195731119,62842638,468950828,5832770443
"4370",2011-12-18,2761967,4243285,2665995,1471886,1382931,1627217,1349163,275107201,195731119,62842638,468950828,5832770443
"4371",2011-12-19,1429665,2761967,4243285,2665995,1471886,1382931,1627217,275107201,195731119,62842638,468950828,5832770443
"4372",2011-12-20,1576360,1429665,2761967,4243285,2665995,1471886,1382931,275107201,195731119,62842638,468950828,5832770443
"4373",2011-12-21,3480743,1576360,1429665,2761967,4243285,2665995,1471886,275107201,195731119,62842638,468950828,5832770443
"4374",2011-12-22,3790561,3480743,1576360,1429665,2761967,4243285,2665995,275107201,195731119,62842638,468950828,5832770443
"4375",2011-12-23,5210631,3790561,3480743,1576360,1429665,2761967,4243285,275107201,195731119,62842638,468950828,5832770443
"4376",2011-12-24,3646176,5210631,3790561,3480743,1576360,1429665,2761967,275107201,195731119,62842638,468950828,5832770443
"4377",2011-12-25,8924767,3646176,5210631,3790561,3480743,1576360,1429665,275107201,195731119,62842638,468950828,5832770443
"4378",2011-12-26,10147670,8924767,3646176,5210631,3790561,3480743,1576360,275107201,195731119,62842638,468950828,5832770443
"4379",2011-12-27,8133259,10147670,8924767,3646176,5210631,3790561,3480743,275107201,195731119,62842638,468950828,5832770443
"4380",2011-12-28,7363788,8133259,10147670,8924767,3646176,5210631,3790561,275107201,195731119,62842638,468950828,5832770443
"4381",2011-12-29,7349286,7363788,8133259,10147670,8924767,3646176,5210631,275107201,195731119,62842638,468950828,5832770443
"4382",2011-12-30,8639919,7349286,7363788,8133259,10147670,8924767,3646176,275107201,195731119,62842638,468950828,5832770443
"4383",2011-12-31,6943064,8639919,7349286,7363788,8133259,10147670,8924767,275107201,195731119,62842638,468950828,5832770443
"4384",2012-01-01,7507746,6943064,8639919,7349286,7363788,8133259,10147670,144624401,275107201,195731119,361214146,2418190356
"4385",2012-01-02,7269610,7507746,6943064,8639919,7349286,7363788,8133259,144624401,275107201,195731119,361214146,2418190356
"4386",2012-01-03,3133442,7269610,7507746,6943064,8639919,7349286,7363788,144624401,275107201,195731119,361214146,2418190356
"4387",2012-01-04,2268040,3133442,7269610,7507746,6943064,8639919,7349286,144624401,275107201,195731119,361214146,2418190356
"4388",2012-01-05,2091200,2268040,3133442,7269610,7507746,6943064,8639919,144624401,275107201,195731119,361214146,2418190356
"4389",2012-01-06,4361596,2091200,2268040,3133442,7269610,7507746,6943064,144624401,275107201,195731119,361214146,2418190356
"4390",2012-01-07,6944325,4361596,2091200,2268040,3133442,7269610,7507746,144624401,275107201,195731119,361214146,2418190356
"4391",2012-01-08,4186576,6944325,4361596,2091200,2268040,3133442,7269610,144624401,275107201,195731119,361214146,2418190356
"4392",2012-01-09,974634,4186576,6944325,4361596,2091200,2268040,3133442,144624401,275107201,195731119,361214146,2418190356
"4393",2012-01-10,1287916,974634,4186576,6944325,4361596,2091200,2268040,144624401,275107201,195731119,361214146,2418190356
"4394",2012-01-11,1075866,1287916,974634,4186576,6944325,4361596,2091200,144624401,275107201,195731119,361214146,2418190356
"4395",2012-01-12,1023987,1075866,1287916,974634,4186576,6944325,4361596,144624401,275107201,195731119,361214146,2418190356
"4396",2012-01-13,3769048,1023987,1075866,1287916,974634,4186576,6944325,144624401,275107201,195731119,361214146,2418190356
"4397",2012-01-14,6212816,3769048,1023987,1075866,1287916,974634,4186576,144624401,275107201,195731119,361214146,2418190356
"4398",2012-01-15,4879802,6212816,3769048,1023987,1075866,1287916,974634,144624401,275107201,195731119,361214146,2418190356
"4399",2012-01-16,4656563,4879802,6212816,3769048,1023987,1075866,1287916,144624401,275107201,195731119,361214146,2418190356
"4400",2012-01-17,1511329,4656563,4879802,6212816,3769048,1023987,1075866,144624401,275107201,195731119,361214146,2418190356
"4401",2012-01-18,1281092,1511329,4656563,4879802,6212816,3769048,1023987,144624401,275107201,195731119,361214146,2418190356
"4402",2012-01-19,1251653,1281092,1511329,4656563,4879802,6212816,3769048,144624401,275107201,195731119,361214146,2418190356
"4403",2012-01-20,11782924,1251653,1281092,1511329,4656563,4879802,6212816,144624401,275107201,195731119,361214146,2418190356
"4404",2012-01-21,18367291,11782924,1251653,1281092,1511329,4656563,4879802,144624401,275107201,195731119,361214146,2418190356
"4405",2012-01-22,8975523,18367291,11782924,1251653,1281092,1511329,4656563,144624401,275107201,195731119,361214146,2418190356
"4406",2012-01-23,2902169,8975523,18367291,11782924,1251653,1281092,1511329,144624401,275107201,195731119,361214146,2418190356
"4407",2012-01-24,3438050,2902169,8975523,18367291,11782924,1251653,1281092,144624401,275107201,195731119,361214146,2418190356
"4408",2012-01-25,2772411,3438050,2902169,8975523,18367291,11782924,1251653,144624401,275107201,195731119,361214146,2418190356
"4409",2012-01-26,2816304,2772411,3438050,2902169,8975523,18367291,11782924,144624401,275107201,195731119,361214146,2418190356
"4410",2012-01-27,8391509,2816304,2772411,3438050,2902169,8975523,18367291,144624401,275107201,195731119,361214146,2418190356
"4411",2012-01-28,14543069,8391509,2816304,2772411,3438050,2902169,8975523,144624401,275107201,195731119,361214146,2418190356
"4412",2012-01-29,8708285,14543069,8391509,2816304,2772411,3438050,2902169,144624401,275107201,195731119,361214146,2418190356
"4413",2012-01-30,2124846,8708285,14543069,8391509,2816304,2772411,3438050,144624401,275107201,195731119,361214146,2418190356
"4414",2012-01-31,2604847,2124846,8708285,14543069,8391509,2816304,2772411,144624401,275107201,195731119,361214146,2418190356
"4415",2012-02-01,2188058,2604847,2124846,8708285,14543069,8391509,2816304,153114469,144624401,275107201,225787947,2418190356
"4416",2012-02-02,2223771,2188058,2604847,2124846,8708285,14543069,8391509,153114469,144624401,275107201,225787947,2418190356
"4417",2012-02-03,5541774,2223771,2188058,2604847,2124846,8708285,14543069,153114469,144624401,275107201,225787947,2418190356
"4418",2012-02-04,9740221,5541774,2223771,2188058,2604847,2124846,8708285,153114469,144624401,275107201,225787947,2418190356
"4419",2012-02-05,3170890,9740221,5541774,2223771,2188058,2604847,2124846,153114469,144624401,275107201,225787947,2418190356
"4420",2012-02-06,1504200,3170890,9740221,5541774,2223771,2188058,2604847,153114469,144624401,275107201,225787947,2418190356
"4421",2012-02-07,1952059,1504200,3170890,9740221,5541774,2223771,2188058,153114469,144624401,275107201,225787947,2418190356
"4422",2012-02-08,1563677,1952059,1504200,3170890,9740221,5541774,2223771,153114469,144624401,275107201,225787947,2418190356
"4423",2012-02-09,1638489,1563677,1952059,1504200,3170890,9740221,5541774,153114469,144624401,275107201,225787947,2418190356
"4424",2012-02-10,2714420,1638489,1563677,1952059,1504200,3170890,9740221,153114469,144624401,275107201,225787947,2418190356
"4425",2012-02-11,5134552,2714420,1638489,1563677,1952059,1504200,3170890,153114469,144624401,275107201,225787947,2418190356
"4426",2012-02-12,3133533,5134552,2714420,1638489,1563677,1952059,1504200,153114469,144624401,275107201,225787947,2418190356
"4427",2012-02-13,874224,3133533,5134552,2714420,1638489,1563677,1952059,153114469,144624401,275107201,225787947,2418190356
"4428",2012-02-14,1712602,874224,3133533,5134552,2714420,1638489,1563677,153114469,144624401,275107201,225787947,2418190356
"4429",2012-02-15,887268,1712602,874224,3133533,5134552,2714420,1638489,153114469,144624401,275107201,225787947,2418190356
"4430",2012-02-16,979152,887268,1712602,874224,3133533,5134552,2714420,153114469,144624401,275107201,225787947,2418190356
"4431",2012-02-17,1976854,979152,887268,1712602,874224,3133533,5134552,153114469,144624401,275107201,225787947,2418190356
"4432",2012-02-18,3609052,1976854,979152,887268,1712602,874224,3133533,153114469,144624401,275107201,225787947,2418190356
"4433",2012-02-19,2932909,3609052,1976854,979152,887268,1712602,874224,153114469,144624401,275107201,225787947,2418190356
"4434",2012-02-20,2068915,2932909,3609052,1976854,979152,887268,1712602,153114469,144624401,275107201,225787947,2418190356
"4435",2012-02-21,850266,2068915,2932909,3609052,1976854,979152,887268,153114469,144624401,275107201,225787947,2418190356
"4436",2012-02-22,717335,850266,2068915,2932909,3609052,1976854,979152,153114469,144624401,275107201,225787947,2418190356
"4437",2012-02-23,809205,717335,850266,2068915,2932909,3609052,1976854,153114469,144624401,275107201,225787947,2418190356
"4438",2012-02-24,1440786,809205,717335,850266,2068915,2932909,3609052,153114469,144624401,275107201,225787947,2418190356
"4439",2012-02-25,2750355,1440786,809205,717335,850266,2068915,2932909,153114469,144624401,275107201,225787947,2418190356
"4440",2012-02-26,1381457,2750355,1440786,809205,717335,850266,2068915,153114469,144624401,275107201,225787947,2418190356
"4441",2012-02-27,535463,1381457,2750355,1440786,809205,717335,850266,153114469,144624401,275107201,225787947,2418190356
"4442",2012-02-28,608753,535463,1381457,2750355,1440786,809205,717335,153114469,144624401,275107201,225787947,2418190356
"4443",2012-02-29,505615,608753,535463,1381457,2750355,1440786,809205,153114469,144624401,275107201,225787947,2418190356
"4444",2012-03-01,496562,505615,608753,535463,1381457,2750355,1440786,65145855,153114469,144624401,146385535,2418190356
"4445",2012-03-02,980217,496562,505615,608753,535463,1381457,2750355,65145855,153114469,144624401,146385535,2418190356
"4446",2012-03-03,1941970,980217,496562,505615,608753,535463,1381457,65145855,153114469,144624401,146385535,2418190356
"4447",2012-03-04,1101394,1941970,980217,496562,505615,608753,535463,65145855,153114469,144624401,146385535,2418190356
"4448",2012-03-05,300144,1101394,1941970,980217,496562,505615,608753,65145855,153114469,144624401,146385535,2418190356
"4449",2012-03-06,390314,300144,1101394,1941970,980217,496562,505615,65145855,153114469,144624401,146385535,2418190356
"4450",2012-03-07,318885,390314,300144,1101394,1941970,980217,496562,65145855,153114469,144624401,146385535,2418190356
"4451",2012-03-08,317467,318885,390314,300144,1101394,1941970,980217,65145855,153114469,144624401,146385535,2418190356
"4452",2012-03-09,12324154,317467,318885,390314,300144,1101394,1941970,65145855,153114469,144624401,146385535,2418190356
"4453",2012-03-10,16135789,12324154,317467,318885,390314,300144,1101394,65145855,153114469,144624401,146385535,2418190356
"4454",2012-03-11,10180357,16135789,12324154,317467,318885,390314,300144,65145855,153114469,144624401,146385535,2418190356
"4455",2012-03-12,3271518,10180357,16135789,12324154,317467,318885,390314,65145855,153114469,144624401,146385535,2418190356
"4456",2012-03-13,3732923,3271518,10180357,16135789,12324154,317467,318885,65145855,153114469,144624401,146385535,2418190356
"4457",2012-03-14,2744467,3732923,3271518,10180357,16135789,12324154,317467,65145855,153114469,144624401,146385535,2418190356
"4458",2012-03-15,2858326,2744467,3732923,3271518,10180357,16135789,12324154,65145855,153114469,144624401,146385535,2418190356
"4459",2012-03-16,5547870,2858326,2744467,3732923,3271518,10180357,16135789,65145855,153114469,144624401,146385535,2418190356
"4460",2012-03-17,8014499,5547870,2858326,2744467,3732923,3271518,10180357,65145855,153114469,144624401,146385535,2418190356
"4461",2012-03-18,5205248,8014499,5547870,2858326,2744467,3732923,3271518,65145855,153114469,144624401,146385535,2418190356
"4462",2012-03-19,1489036,5205248,8014499,5547870,2858326,2744467,3732923,65145855,153114469,144624401,146385535,2418190356
"4463",2012-03-20,1739491,1489036,5205248,8014499,5547870,2858326,2744467,65145855,153114469,144624401,146385535,2418190356
"4464",2012-03-21,1341074,1739491,1489036,5205248,8014499,5547870,2858326,65145855,153114469,144624401,146385535,2418190356
"4465",2012-03-22,1263347,1341074,1739491,1489036,5205248,8014499,5547870,65145855,153114469,144624401,146385535,2418190356
"4466",2012-03-23,2103703,1263347,1341074,1739491,1489036,5205248,8014499,65145855,153114469,144624401,146385535,2418190356
"4467",2012-03-24,3511169,2103703,1263347,1341074,1739491,1489036,5205248,65145855,153114469,144624401,146385535,2418190356
"4468",2012-03-25,2229788,3511169,2103703,1263347,1341074,1739491,1489036,65145855,153114469,144624401,146385535,2418190356
"4469",2012-03-26,665261,2229788,3511169,2103703,1263347,1341074,1739491,65145855,153114469,144624401,146385535,2418190356
"4470",2012-03-27,818713,665261,2229788,3511169,2103703,1263347,1341074,65145855,153114469,144624401,146385535,2418190356
"4471",2012-03-28,677644,818713,665261,2229788,3511169,2103703,1263347,65145855,153114469,144624401,146385535,2418190356
"4472",2012-03-29,702984,677644,818713,665261,2229788,3511169,2103703,65145855,153114469,144624401,146385535,2418190356
"4473",2012-03-30,929968,702984,677644,818713,665261,2229788,3511169,65145855,153114469,144624401,146385535,2418190356
"4474",2012-03-31,1539058,929968,702984,677644,818713,665261,2229788,65145855,153114469,144624401,146385535,2418190356
"4475",2012-04-01,964533,1539058,929968,702984,677644,818713,665261,94873340,65145855,153114469,147268761,2418190356
"4476",2012-04-02,346481,964533,1539058,929968,702984,677644,818713,94873340,65145855,153114469,147268761,2418190356
"4477",2012-04-03,460036,346481,964533,1539058,929968,702984,677644,94873340,65145855,153114469,147268761,2418190356
"4478",2012-04-04,363894,460036,346481,964533,1539058,929968,702984,94873340,65145855,153114469,147268761,2418190356
"4479",2012-04-05,441772,363894,460036,346481,964533,1539058,929968,94873340,65145855,153114469,147268761,2418190356
"4480",2012-04-06,568698,441772,363894,460036,346481,964533,1539058,94873340,65145855,153114469,147268761,2418190356
"4481",2012-04-07,632867,568698,441772,363894,460036,346481,964533,94873340,65145855,153114469,147268761,2418190356
"4482",2012-04-08,407069,632867,568698,441772,363894,460036,346481,94873340,65145855,153114469,147268761,2418190356
"4483",2012-04-09,226364,407069,632867,568698,441772,363894,460036,94873340,65145855,153114469,147268761,2418190356
"4484",2012-04-10,203316,226364,407069,632867,568698,441772,363894,94873340,65145855,153114469,147268761,2418190356
"4485",2012-04-11,190321,203316,226364,407069,632867,568698,441772,94873340,65145855,153114469,147268761,2418190356
"4486",2012-04-12,189574,190321,203316,226364,407069,632867,568698,94873340,65145855,153114469,147268761,2418190356
"4487",2012-04-13,5817416,189574,190321,203316,226364,407069,632867,94873340,65145855,153114469,147268761,2418190356
"4488",2012-04-14,7299194,5817416,189574,190321,203316,226364,407069,94873340,65145855,153114469,147268761,2418190356
"4489",2012-04-15,4584662,7299194,5817416,189574,190321,203316,226364,94873340,65145855,153114469,147268761,2418190356
"4490",2012-04-16,856338,4584662,7299194,5817416,189574,190321,203316,94873340,65145855,153114469,147268761,2418190356
"4491",2012-04-17,1008249,856338,4584662,7299194,5817416,189574,190321,94873340,65145855,153114469,147268761,2418190356
"4492",2012-04-18,764704,1008249,856338,4584662,7299194,5817416,189574,94873340,65145855,153114469,147268761,2418190356
"4493",2012-04-19,750714,764704,1008249,856338,4584662,7299194,5817416,94873340,65145855,153114469,147268761,2418190356
"4494",2012-04-20,2377293,750714,764704,1008249,856338,4584662,7299194,94873340,65145855,153114469,147268761,2418190356
"4495",2012-04-21,4394609,2377293,750714,764704,1008249,856338,4584662,94873340,65145855,153114469,147268761,2418190356
"4496",2012-04-22,3146379,4394609,2377293,750714,764704,1008249,856338,94873340,65145855,153114469,147268761,2418190356
"4497",2012-04-23,471381,3146379,4394609,2377293,750714,764704,1008249,94873340,65145855,153114469,147268761,2418190356
"4498",2012-04-24,568541,471381,3146379,4394609,2377293,750714,764704,94873340,65145855,153114469,147268761,2418190356
"4499",2012-04-25,406281,568541,471381,3146379,4394609,2377293,750714,94873340,65145855,153114469,147268761,2418190356
"4500",2012-04-26,445174,406281,568541,471381,3146379,4394609,2377293,94873340,65145855,153114469,147268761,2418190356
"4501",2012-04-27,1333418,445174,406281,568541,471381,3146379,4394609,94873340,65145855,153114469,147268761,2418190356
"4502",2012-04-28,2523826,1333418,445174,406281,568541,471381,3146379,94873340,65145855,153114469,147268761,2418190356
"4503",2012-04-29,1441766,2523826,1333418,445174,406281,568541,471381,94873340,65145855,153114469,147268761,2418190356
"4504",2012-04-30,245956,1441766,2523826,1333418,445174,406281,568541,94873340,65145855,153114469,147268761,2418190356
"4505",2012-05-01,289632,245956,1441766,2523826,1333418,445174,406281,43430826,94873340,65145855,270008920,2418190356
