"","date","revenue","lag1","lag2","lag3","lag4","lag5","lag6","lag1month","lag2month","lag3month","lag12month","lag1year"
"2011",2005-07-03,43016567,49866098,44884454,27722047,34535092,17224703,17508355,837121997,742361227,502643551,1075840907,8603841548
"2012",2005-07-04,28212710,43016567,49866098,44884454,27722047,34535092,17224703,837121997,742361227,502643551,1075840907,8603841548
"2013",2005-07-05,20776063,28212710,43016567,49866098,44884454,27722047,34535092,837121997,742361227,502643551,1075840907,8603841548
"2014",2005-07-06,19354949,20776063,28212710,43016567,49866098,44884454,27722047,837121997,742361227,502643551,1075840907,8603841548
"2015",2005-07-07,17627372,19354949,20776063,28212710,43016567,49866098,44884454,837121997,742361227,502643551,1075840907,8603841548
"2016",2005-07-08,46691625,17627372,19354949,20776063,28212710,43016567,49866098,837121997,742361227,502643551,1075840907,8603841548
"2017",2005-07-09,51816965,46691625,17627372,19354949,20776063,28212710,43016567,837121997,742361227,502643551,1075840907,8603841548
"2018",2005-07-10,36644531,51816965,46691625,17627372,19354949,20776063,28212710,837121997,742361227,502643551,1075840907,8603841548
"2019",2005-07-11,15944240,36644531,51816965,46691625,17627372,19354949,20776063,837121997,742361227,502643551,1075840907,8603841548
"2020",2005-07-12,15505746,15944240,36644531,51816965,46691625,17627372,19354949,837121997,742361227,502643551,1075840907,8603841548
"2021",2005-07-13,15191205,15505746,15944240,36644531,51816965,46691625,17627372,837121997,742361227,502643551,1075840907,8603841548
"2022",2005-07-14,14391819,15191205,15505746,15944240,36644531,51816965,46691625,837121997,742361227,502643551,1075840907,8603841548
"2023",2005-07-15,50694304,14391819,15191205,15505746,15944240,36644531,51816965,837121997,742361227,502643551,1075840907,8603841548
"2024",2005-07-16,58630335,50694304,14391819,15191205,15505746,15944240,36644531,837121997,742361227,502643551,1075840907,8603841548
"2025",2005-07-17,47820437,58630335,50694304,14391819,15191205,15505746,15944240,837121997,742361227,502643551,1075840907,8603841548
"2026",2005-07-18,22985273,47820437,58630335,50694304,14391819,15191205,15505746,837121997,742361227,502643551,1075840907,8603841548
"2027",2005-07-19,21690502,22985273,47820437,58630335,50694304,14391819,15191205,837121997,742361227,502643551,1075840907,8603841548
"2028",2005-07-20,19838755,21690502,22985273,47820437,58630335,50694304,14391819,837121997,742361227,502643551,1075840907,8603841548
"2029",2005-07-21,19170880,19838755,21690502,22985273,47820437,58630335,50694304,837121997,742361227,502643551,1075840907,8603841548
"2030",2005-07-22,43066452,19170880,19838755,21690502,22985273,47820437,58630335,837121997,742361227,502643551,1075840907,8603841548
"2031",2005-07-23,51965554,43066452,19170880,19838755,21690502,22985273,47820437,837121997,742361227,502643551,1075840907,8603841548
"2032",2005-07-24,40562760,51965554,43066452,19170880,19838755,21690502,22985273,837121997,742361227,502643551,1075840907,8603841548
"2033",2005-07-25,19424532,40562760,51965554,43066452,19170880,19838755,21690502,837121997,742361227,502643551,1075840907,8603841548
"2034",2005-07-26,19633769,19424532,40562760,51965554,43066452,19170880,19838755,837121997,742361227,502643551,1075840907,8603841548
"2035",2005-07-27,18155827,19633769,19424532,40562760,51965554,43066452,19170880,837121997,742361227,502643551,1075840907,8603841548
"2036",2005-07-28,16330172,18155827,19633769,19424532,40562760,51965554,43066452,837121997,742361227,502643551,1075840907,8603841548
"2037",2005-07-29,37764479,16330172,18155827,19633769,19424532,40562760,51965554,837121997,742361227,502643551,1075840907,8603841548
"2038",2005-07-30,46384256,37764479,16330172,18155827,19633769,19424532,40562760,837121997,742361227,502643551,1075840907,8603841548
"2039",2005-07-31,36133849,46384256,37764479,16330172,18155827,19633769,19424532,837121997,742361227,502643551,1075840907,8603841548
"2040",2005-08-01,17924805,36133849,46384256,37764479,16330172,18155827,19633769,990176480,837121997,742361227,715364213,8603841548
"2041",2005-08-02,16548253,17924805,36133849,46384256,37764479,16330172,18155827,990176480,837121997,742361227,715364213,8603841548
"2042",2005-08-03,15871324,16548253,17924805,36133849,46384256,37764479,16330172,990176480,837121997,742361227,715364213,8603841548
"2043",2005-08-04,15956113,15871324,16548253,17924805,36133849,46384256,37764479,990176480,837121997,742361227,715364213,8603841548
"2044",2005-08-05,37330643,15956113,15871324,16548253,17924805,36133849,46384256,990176480,837121997,742361227,715364213,8603841548
"2045",2005-08-06,41758165,37330643,15956113,15871324,16548253,17924805,36133849,990176480,837121997,742361227,715364213,8603841548
"2046",2005-08-07,32322650,41758165,37330643,15956113,15871324,16548253,17924805,990176480,837121997,742361227,715364213,8603841548
"2047",2005-08-08,15443473,32322650,41758165,37330643,15956113,15871324,16548253,990176480,837121997,742361227,715364213,8603841548
"2048",2005-08-09,15507684,15443473,32322650,41758165,37330643,15956113,15871324,990176480,837121997,742361227,715364213,8603841548
"2049",2005-08-10,14013399,15507684,15443473,32322650,41758165,37330643,15956113,990176480,837121997,742361227,715364213,8603841548
"2050",2005-08-11,13253328,14013399,15507684,15443473,32322650,41758165,37330643,990176480,837121997,742361227,715364213,8603841548
"2051",2005-08-12,37513626,13253328,14013399,15507684,15443473,32322650,41758165,990176480,837121997,742361227,715364213,8603841548
"2052",2005-08-13,45331821,37513626,13253328,14013399,15507684,15443473,32322650,990176480,837121997,742361227,715364213,8603841548
"2053",2005-08-14,34228531,45331821,37513626,13253328,14013399,15507684,15443473,990176480,837121997,742361227,715364213,8603841548
"2054",2005-08-15,14713902,34228531,45331821,37513626,13253328,14013399,15507684,990176480,837121997,742361227,715364213,8603841548
"2055",2005-08-16,14351182,14713902,34228531,45331821,37513626,13253328,14013399,990176480,837121997,742361227,715364213,8603841548
"2056",2005-08-17,12965921,14351182,14713902,34228531,45331821,37513626,13253328,990176480,837121997,742361227,715364213,8603841548
"2057",2005-08-18,12478464,12965921,14351182,14713902,34228531,45331821,37513626,990176480,837121997,742361227,715364213,8603841548
"2058",2005-08-19,35433323,12478464,12965921,14351182,14713902,34228531,45331821,990176480,837121997,742361227,715364213,8603841548
"2059",2005-08-20,44508469,35433323,12478464,12965921,14351182,14713902,34228531,990176480,837121997,742361227,715364213,8603841548
"2060",2005-08-21,31886444,44508469,35433323,12478464,12965921,14351182,14713902,990176480,837121997,742361227,715364213,8603841548
"2061",2005-08-22,12300583,31886444,44508469,35433323,12478464,12965921,14351182,990176480,837121997,742361227,715364213,8603841548
"2062",2005-08-23,12188857,12300583,31886444,44508469,35433323,12478464,12965921,990176480,837121997,742361227,715364213,8603841548
"2063",2005-08-24,10914421,12188857,12300583,31886444,44508469,35433323,12478464,990176480,837121997,742361227,715364213,8603841548
"2064",2005-08-25,10048036,10914421,12188857,12300583,31886444,44508469,35433323,990176480,837121997,742361227,715364213,8603841548
"2065",2005-08-26,28519089,10048036,10914421,12188857,12300583,31886444,44508469,990176480,837121997,742361227,715364213,8603841548
"2066",2005-08-27,39599929,28519089,10048036,10914421,12188857,12300583,31886444,990176480,837121997,742361227,715364213,8603841548
"2067",2005-08-28,26634967,39599929,28519089,10048036,10914421,12188857,12300583,990176480,837121997,742361227,715364213,8603841548
"2068",2005-08-29,9247902,26634967,39599929,28519089,10048036,10914421,12188857,990176480,837121997,742361227,715364213,8603841548
"2069",2005-08-30,9600416,9247902,26634967,39599929,28519089,10048036,10914421,990176480,837121997,742361227,715364213,8603841548
"2070",2005-08-31,9068886,9600416,9247902,26634967,39599929,28519089,10048036,990176480,837121997,742361227,715364213,8603841548
"2071",2005-09-01,7512471,9068886,9600416,9247902,26634967,39599929,28519089,687464606,990176480,837121997,364371967,8603841548
"2072",2005-09-02,24352153,7512471,9068886,9600416,9247902,26634967,39599929,687464606,990176480,837121997,364371967,8603841548
"2073",2005-09-03,33908086,24352153,7512471,9068886,9600416,9247902,26634967,687464606,990176480,837121997,364371967,8603841548
"2074",2005-09-04,32542567,33908086,24352153,7512471,9068886,9600416,9247902,687464606,990176480,837121997,364371967,8603841548
"2075",2005-09-05,23586054,32542567,33908086,24352153,7512471,9068886,9600416,687464606,990176480,837121997,364371967,8603841548
"2076",2005-09-06,5769836,23586054,32542567,33908086,24352153,7512471,9068886,687464606,990176480,837121997,364371967,8603841548
"2077",2005-09-07,5101989,5769836,23586054,32542567,33908086,24352153,7512471,687464606,990176480,837121997,364371967,8603841548
"2078",2005-09-08,4717212,5101989,5769836,23586054,32542567,33908086,24352153,687464606,990176480,837121997,364371967,8603841548
"2079",2005-09-09,27237017,4717212,5101989,5769836,23586054,32542567,33908086,687464606,990176480,837121997,364371967,8603841548
"2080",2005-09-10,36226026,27237017,4717212,5101989,5769836,23586054,32542567,687464606,990176480,837121997,364371967,8603841548
"2081",2005-09-11,20596863,36226026,27237017,4717212,5101989,5769836,23586054,687464606,990176480,837121997,364371967,8603841548
"2082",2005-09-12,5452076,20596863,36226026,27237017,4717212,5101989,5769836,687464606,990176480,837121997,364371967,8603841548
"2083",2005-09-13,5615220,5452076,20596863,36226026,27237017,4717212,5101989,687464606,990176480,837121997,364371967,8603841548
"2084",2005-09-14,5402454,5615220,5452076,20596863,36226026,27237017,4717212,687464606,990176480,837121997,364371967,8603841548
"2085",2005-09-15,5396017,5402454,5615220,5452076,20596863,36226026,27237017,687464606,990176480,837121997,364371967,8603841548
"2086",2005-09-16,25665110,5396017,5402454,5615220,5452076,20596863,36226026,687464606,990176480,837121997,364371967,8603841548
"2087",2005-09-17,35521199,25665110,5396017,5402454,5615220,5452076,20596863,687464606,990176480,837121997,364371967,8603841548
"2088",2005-09-18,19087059,35521199,25665110,5396017,5402454,5615220,5452076,687464606,990176480,837121997,364371967,8603841548
"2089",2005-09-19,4842269,19087059,35521199,25665110,5396017,5402454,5615220,687464606,990176480,837121997,364371967,8603841548
"2090",2005-09-20,5353603,4842269,19087059,35521199,25665110,5396017,5402454,687464606,990176480,837121997,364371967,8603841548
"2091",2005-09-21,4642149,5353603,4842269,19087059,35521199,25665110,5396017,687464606,990176480,837121997,364371967,8603841548
"2092",2005-09-22,4676406,4642149,5353603,4842269,19087059,35521199,25665110,687464606,990176480,837121997,364371967,8603841548
"2093",2005-09-23,30281080,4676406,4642149,5353603,4842269,19087059,35521199,687464606,990176480,837121997,364371967,8603841548
"2094",2005-09-24,41546132,30281080,4676406,4642149,5353603,4842269,19087059,687464606,990176480,837121997,364371967,8603841548
"2095",2005-09-25,23915077,41546132,30281080,4676406,4642149,5353603,4842269,687464606,990176480,837121997,364371967,8603841548
"2096",2005-09-26,6529259,23915077,41546132,30281080,4676406,4642149,5353603,687464606,990176480,837121997,364371967,8603841548
"2097",2005-09-27,5967218,6529259,23915077,41546132,30281080,4676406,4642149,687464606,990176480,837121997,364371967,8603841548
"2098",2005-09-28,5250788,5967218,6529259,23915077,41546132,30281080,4676406,687464606,990176480,837121997,364371967,8603841548
"2099",2005-09-29,5429272,5250788,5967218,6529259,23915077,41546132,30281080,687464606,990176480,837121997,364371967,8603841548
"2100",2005-09-30,26444528,5429272,5250788,5967218,6529259,23915077,41546132,687464606,990176480,837121997,364371967,8603841548
"2101",2005-10-01,37223774,26444528,5429272,5250788,5967218,6529259,23915077,488567190,687464606,990176480,542260595,8603841548
"2102",2005-10-02,21287345,37223774,26444528,5429272,5250788,5967218,6529259,488567190,687464606,990176480,542260595,8603841548
"2103",2005-10-03,5796136,21287345,37223774,26444528,5429272,5250788,5967218,488567190,687464606,990176480,542260595,8603841548
"2104",2005-10-04,6426441,5796136,21287345,37223774,26444528,5429272,5250788,488567190,687464606,990176480,542260595,8603841548
"2105",2005-10-05,5180546,6426441,5796136,21287345,37223774,26444528,5429272,488567190,687464606,990176480,542260595,8603841548
"2106",2005-10-06,5445675,5180546,6426441,5796136,21287345,37223774,26444528,488567190,687464606,990176480,542260595,8603841548
"2107",2005-10-07,29901064,5445675,5180546,6426441,5796136,21287345,37223774,488567190,687464606,990176480,542260595,8603841548
"2108",2005-10-08,43585640,29901064,5445675,5180546,6426441,5796136,21287345,488567190,687464606,990176480,542260595,8603841548
"2109",2005-10-09,28277909,43585640,29901064,5445675,5180546,6426441,5796136,488567190,687464606,990176480,542260595,8603841548
"2110",2005-10-10,13532914,28277909,43585640,29901064,5445675,5180546,6426441,488567190,687464606,990176480,542260595,8603841548
"2111",2005-10-11,6421721,13532914,28277909,43585640,29901064,5445675,5180546,488567190,687464606,990176480,542260595,8603841548
"2112",2005-10-12,6466643,6421721,13532914,28277909,43585640,29901064,5445675,488567190,687464606,990176480,542260595,8603841548
"2113",2005-10-13,7969575,6466643,6421721,13532914,28277909,43585640,29901064,488567190,687464606,990176480,542260595,8603841548
"2114",2005-10-14,26292566,7969575,6466643,6421721,13532914,28277909,43585640,488567190,687464606,990176480,542260595,8603841548
"2115",2005-10-15,37143654,26292566,7969575,6466643,6421721,13532914,28277909,488567190,687464606,990176480,542260595,8603841548
"2116",2005-10-16,21675279,37143654,26292566,7969575,6466643,6421721,13532914,488567190,687464606,990176480,542260595,8603841548
"2117",2005-10-17,5900289,21675279,37143654,26292566,7969575,6466643,6421721,488567190,687464606,990176480,542260595,8603841548
"2118",2005-10-18,5844774,5900289,21675279,37143654,26292566,7969575,6466643,488567190,687464606,990176480,542260595,8603841548
"2119",2005-10-19,5402482,5844774,5900289,21675279,37143654,26292566,7969575,488567190,687464606,990176480,542260595,8603841548
"2120",2005-10-20,6028903,5402482,5844774,5900289,21675279,37143654,26292566,488567190,687464606,990176480,542260595,8603841548
"2121",2005-10-21,29754617,6028903,5402482,5844774,5900289,21675279,37143654,488567190,687464606,990176480,542260595,8603841548
"2122",2005-10-22,40546111,29754617,6028903,5402482,5844774,5900289,21675279,488567190,687464606,990176480,542260595,8603841548
"2123",2005-10-23,24081745,40546111,29754617,6028903,5402482,5844774,5900289,488567190,687464606,990176480,542260595,8603841548
"2124",2005-10-24,6529808,24081745,40546111,29754617,6028903,5402482,5844774,488567190,687464606,990176480,542260595,8603841548
"2125",2005-10-25,5964535,6529808,24081745,40546111,29754617,6028903,5402482,488567190,687464606,990176480,542260595,8603841548
